BestellID,Bestelldatum,Bestellart,Lieferant,Artikelnummer,Artikelbeschreibung,Menge,Einheit,PreisProEinheit,Bestellstatus,GeplantesLieferdatum,TatsächlichesLieferdatum,AktuellerLagerbestand,Engpass,KritischSeit,Gesamtpreis,Lieferdauer,JahrMonat,Kategorie
1346,2023-07-11,Eilbestellung,Shimano GmbH,SH-HB-M6110,Vorderradnabe Deore HB-M6110,135,Stück,62.84,Teilgeliefert,2023-07-19,2023-07-22,6,True,2023-07-21,8483.4,11,2023-07,Sonstiges
1347,2023-10-14,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 203mm,196,Stück,42.64,Geliefert,2023-10-21,2023-10-19,4,True,2023-11-11,8357.44,5,2023-10,Bremsen
1348,2023-03-30,Eilbestellung,Shimano GmbH,SH-FH-M6110,Hinterradnabe Deore FH-M6110,172,Stück,40.98,Teilgeliefert,2023-04-03,2023-04-05,277,False,,7048.5599999999995,6,2023-03,Sonstiges
1349,2023-03-03,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 220mm,140,Stück,106.24,Geliefert,2023-03-11,2023-03-09,9,True,2023-03-18,14873.599999999999,6,2023-03,Bremsen
1350,2024-02-02,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-CL,Bremsscheibe Centerlock 180mm,70,Stück,107.16,Offen,2024-02-12,2024-02-13,16,True,2024-02-26,7501.2,11,2024-02,Bremsen
1351,2023-10-27,Standardbestellung,Shimano GmbH,SH-FH-M6110,Hinterradnabe Deore FH-M6110,66,Stück,107.86,Teilgeliefert,2023-11-03,2023-11-02,190,False,,7118.76,6,2023-10,Sonstiges
1352,2023-10-01,Eilbestellung,Shimano GmbH,SH-CS-M7100,Kassette SLX CS-M7100 12-fach,25,Stück,11.42,Geliefert,2023-10-09,2023-10-11,12,True,2023-10-08,285.5,10,2023-10,Sonstiges
1353,2023-04-11,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT2,Bremshebel MT2,62,Stück,97.93,Offen,2023-04-19,2023-04-21,18,True,2023-04-17,6071.660000000001,10,2023-04,Bremsen
1354,2024-03-09,Standardbestellung,Continental AG,CO-RE-TERRA,Fahrradreifen Terra Trail 2.3,60,Stück,112.58,Teilgeliefert,2024-03-18,2024-03-20,16,True,2024-03-29,6754.8,11,2024-03,Sonstiges
1355,2024-03-18,Standardbestellung,SRAM Corporation,SR-FC-SX1,Kurbelgarnitur SX Eagle,127,Stück,86.3,Geliefert,2024-03-22,2024-03-22,14,True,2024-03-26,10960.1,4,2024-03,Sonstiges
1356,2023-04-08,Standardbestellung,SRAM Corporation,SR-CN-SX12,Kette SX Eagle 12-fach,174,Stück,27.65,Teilgeliefert,2023-04-11,2023-04-13,8,True,2023-05-02,4811.099999999999,5,2023-04,Antrieb
1357,2024-03-06,Standardbestellung,SRAM Corporation,SR-BB-DUB-TR,Innenlager DUB Tretlager,179,Stück,125.71,Teilgeliefert,2024-03-14,2024-03-17,174,False,,22502.09,11,2024-03,Sonstiges
1358,2024-03-21,Standardbestellung,SRAM Corporation,SR-CN-GX12,Kette GX Eagle 12-fach,71,Stück,57.71,Teilgeliefert,2024-03-24,2024-03-25,213,False,,4097.41,4,2024-03,Antrieb
1359,2023-08-27,Eilbestellung,SRAM Corporation,SR-RD-GX1,Schaltwerk GX Eagle,147,Stück,123.77,Teilgeliefert,2023-09-04,2023-09-03,5,True,2023-09-01,18194.19,7,2023-08,Sonstiges
1360,2023-08-22,Eilbestellung,Shimano GmbH,SH-RD-M6100,Schaltwerk Deore RD-M6100-SGS,52,Stück,20.24,Geliefert,2023-09-01,2023-09-04,2,True,2023-09-04,1052.48,13,2023-08,Sonstiges
1361,2023-03-16,Standardbestellung,Selle Italia S.r.l.,SI-SA-FLITE,Fahrradsattel Flite Boost,89,Stück,85.03,Offen,2023-03-24,2023-03-27,10,True,2023-03-30,7567.67,11,2023-03,Sonstiges
1362,2023-06-07,Eilbestellung,Selle Italia S.r.l.,SI-GR-ERGON,Fahrradgriffe Ergon GP1,85,Stück,85.09,Teilgeliefert,2023-06-11,2023-06-10,2,True,2023-07-07,7232.650000000001,3,2023-06,Sonstiges
1363,2023-12-24,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 180mm,57,Stück,35.96,Offen,2023-12-31,2023-12-31,6,True,2024-01-03,2049.7200000000003,7,2023-12,Bremsen
1364,2024-03-04,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-CL,Bremsscheibe Centerlock 180mm,196,Stück,87.98,Geliefert,2024-03-09,2024-03-09,19,True,2024-03-13,17244.08,5,2024-03,Bremsen
1365,2023-05-15,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 220mm,104,Stück,124.27,Teilgeliefert,2023-05-18,2023-05-18,14,True,2023-05-29,12924.08,3,2023-05,Bremsen
1366,2024-01-14,Eilbestellung,Continental AG,CO-RE-ATTACK,Fahrradreifen Grand Prix Attack III,135,Stück,65.28,Teilgeliefert,2024-01-21,2024-01-20,55,False,,8812.8,6,2024-01,Sonstiges
1367,2023-10-20,Standardbestellung,Shimano GmbH,SH-HB-M820,Vorderradnabe Saint HB-M820,106,Stück,21.97,Geliefert,2023-10-29,2023-10-28,9,True,2023-11-18,2328.8199999999997,8,2023-10,Sonstiges
1368,2023-06-16,Eilbestellung,Shimano GmbH,SH-CN-M7100,Kette SLX CN-M7100 12-fach,95,Stück,74.77,Teilgeliefert,2023-06-22,2023-06-25,6,True,2023-07-15,7103.15,9,2023-06,Antrieb
1369,2023-05-06,Standardbestellung,SRAM Corporation,SR-CN-NX12,Kette NX Eagle 12-fach,150,Stück,137.75,Geliefert,2023-05-09,2023-05-08,95,False,,20662.5,2,2023-05,Antrieb
1370,2024-04-11,Standardbestellung,SRAM Corporation,SR-CN-NX12,Kette NX Eagle 12-fach,194,Stück,116.53,Teilgeliefert,2024-04-21,2024-04-19,83,False,,22606.82,8,2024-04,Antrieb
1371,2023-10-29,Eilbestellung,Continental AG,CO-RE-SPEED,Fahrradreifen Speed King 2.2,81,Stück,17.44,Teilgeliefert,2023-11-05,2023-11-06,15,True,2023-11-27,1412.64,8,2023-10,Sonstiges
1372,2023-10-01,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 203mm,87,Stück,127.79,Offen,2023-10-10,2023-10-11,9,True,2023-10-30,11117.730000000001,10,2023-10,Bremsen
1373,2024-01-08,Eilbestellung,Selle Italia S.r.l.,SI-GR-EPICA,Fahrradgriffe Epica,157,Stück,28.66,Geliefert,2024-01-13,2024-01-12,11,True,2024-01-30,4499.62,4,2024-01,Sonstiges
1374,2023-04-18,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 180mm,161,Stück,107.61,Offen,2023-04-27,2023-04-30,1,True,2023-05-14,17325.21,12,2023-04,Bremsen
1375,2023-11-20,Standardbestellung,SRAM Corporation,SR-CS-PG1230,Kassette PG-1230 Eagle 12-fach,156,Stück,74.18,Offen,2023-11-30,2023-11-28,13,True,2023-12-12,11572.080000000002,8,2023-11,Sonstiges
1376,2023-01-23,Eilbestellung,Continental AG,CO-RE-SPEED,Fahrradreifen Speed King 2.2,93,Stück,131.87,Teilgeliefert,2023-01-28,2023-01-28,7,True,2023-02-22,12263.91,5,2023-01,Sonstiges
1377,2024-04-25,Standardbestellung,Selle Italia S.r.l.,SI-KI-NOVUS,Fahrradsattel Novus Boost,115,Stück,78.24,Teilgeliefert,2024-05-04,2024-05-07,300,False,,8997.599999999999,12,2024-04,Sonstiges
1378,2023-01-30,Standardbestellung,Shimano GmbH,SH-BR-M820,Bremssattel Saint M820,52,Stück,36.58,Geliefert,2023-02-06,2023-02-09,204,False,,1902.1599999999999,10,2023-01,Bremsen
1379,2024-04-17,Standardbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,97,Stück,101.32,Offen,2024-04-25,2024-04-25,151,False,,9828.039999999999,8,2024-04,Sonstiges
1380,2023-05-18,Eilbestellung,SRAM Corporation,SR-CS-PG1210,Kassette PG-1210 Eagle 12-fach,130,Stück,41.67,Teilgeliefert,2023-05-26,2023-05-24,12,True,2023-06-04,5417.1,6,2023-05,Sonstiges
1381,2024-01-13,Eilbestellung,SRAM Corporation,SR-BB-DUB,Innenlager DUB BSA,141,Stück,125.37,Geliefert,2024-01-22,2024-01-20,82,False,,17677.170000000002,7,2024-01,Sonstiges
1382,2023-07-15,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-HB-MT7,Hydraulikbremse MT7,25,Stück,84.22,Teilgeliefert,2023-07-21,2023-07-22,115,False,,2105.5,7,2023-07,Sonstiges
1383,2023-11-30,Standardbestellung,Shimano GmbH,SH-BR-M820,Bremssattel Saint M820,30,Stück,79.11,Offen,2023-12-10,2023-12-13,109,False,,2373.3,13,2023-11,Bremsen
1384,2023-03-14,Standardbestellung,Continental AG,CO-TU-CITY,Fahrradschlauch City/Tour,40,Stück,46.48,Teilgeliefert,2023-03-23,2023-03-24,6,True,2023-04-09,1859.1999999999998,10,2023-03,Sonstiges
1385,2023-12-30,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 220mm,141,Stück,130.34,Teilgeliefert,2024-01-06,2024-01-04,20,True,2024-01-19,18377.94,5,2023-12,Bremsen
1386,2024-03-30,Eilbestellung,Continental AG,CO-TU-S42,Fahrradschlauch S42 Presta Ventil,173,Stück,27.69,Offen,2024-04-04,2024-04-03,1,True,2024-04-11,4790.37,4,2024-03,Sonstiges
1387,2023-06-27,Standardbestellung,SRAM Corporation,SR-CN-NX12,Kette NX Eagle 12-fach,98,Stück,113.81,Geliefert,2023-07-03,2023-07-01,145,False,,11153.380000000001,4,2023-06,Antrieb
1388,2024-02-28,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 180mm,104,Stück,64.86,Offen,2024-03-02,2024-02-29,1,True,2024-03-28,6745.44,1,2024-02,Bremsen
1389,2023-07-29,Standardbestellung,SRAM Corporation,SR-CN-SX12,Kette SX Eagle 12-fach,103,Stück,127.81,Teilgeliefert,2023-08-03,2023-08-06,12,True,2023-08-28,13164.43,8,2023-07,Antrieb
1390,2024-04-26,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT4,Bremshebel MT4,46,Stück,30.16,Geliefert,2024-05-04,2024-05-02,11,True,2024-05-18,1387.36,6,2024-04,Bremsen
1391,2024-03-12,Standardbestellung,Continental AG,CO-RE-XKING,Fahrradreifen X-King 2.2,127,Stück,29.74,Teilgeliefert,2024-03-21,2024-03-21,12,True,2024-03-25,3776.98,9,2024-03,Sonstiges
1392,2023-02-12,Standardbestellung,Selle Italia S.r.l.,SI-KI-NOVUS,Fahrradsattel Novus Boost,179,Stück,83.44,Teilgeliefert,2023-02-18,2023-02-19,159,False,,14935.76,7,2023-02,Sonstiges
1393,2023-03-07,Standardbestellung,Continental AG,CO-RE-CONTACT,Fahrradreifen Contact Urban,60,Stück,74.7,Offen,2023-03-13,2023-03-16,2,True,2023-03-19,4482.0,9,2023-03,Sonstiges
1394,2023-12-05,Standardbestellung,SRAM Corporation,SR-CN-GX12,Kette GX Eagle 12-fach,161,Stück,37.57,Teilgeliefert,2023-12-15,2023-12-15,169,False,,6048.77,10,2023-12,Antrieb
1395,2023-11-27,Standardbestellung,Shimano GmbH,SH-CS-M7100,Kassette SLX CS-M7100 12-fach,192,Stück,93.72,Geliefert,2023-12-02,2023-12-04,17,True,2023-12-03,17994.239999999998,7,2023-11,Sonstiges
1396,2023-05-18,Standardbestellung,SRAM Corporation,SR-CS-PG1230,Kassette PG-1230 Eagle 12-fach,179,Stück,54.8,Geliefert,2023-05-23,2023-05-25,14,True,2023-05-25,9809.199999999999,7,2023-05,Sonstiges
1397,2023-12-03,Standardbestellung,SRAM Corporation,SR-FC-SX1,Kurbelgarnitur SX Eagle,178,Stück,19.33,Geliefert,2023-12-08,2023-12-08,8,True,2023-12-13,3440.74,5,2023-12,Sonstiges
1398,2023-08-25,Standardbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,146,Stück,28.58,Geliefert,2023-09-03,2023-09-01,0,True,2023-09-18,4172.679999999999,7,2023-08,Sonstiges
1399,2023-12-28,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT7,Bremshebel MT7,58,Stück,59.1,Offen,2024-01-05,2024-01-04,207,False,,3427.8,7,2023-12,Bremsen
1400,2024-03-05,Eilbestellung,Shimano GmbH,SH-RD-M7100,Schaltwerk SLX RD-M7100-SGS,161,Stück,46.97,Offen,2024-03-10,2024-03-09,219,False,,7562.17,4,2024-03,Sonstiges
1401,2023-05-23,Eilbestellung,Continental AG,CO-RE-TERRA,Fahrradreifen Terra Trail 2.3,140,Stück,58.44,Teilgeliefert,2023-06-01,2023-06-02,18,True,2023-06-11,8181.599999999999,10,2023-05,Sonstiges
1402,2023-06-24,Eilbestellung,Selle Italia S.r.l.,SI-GR-ERGON,Fahrradgriffe Ergon GP1,157,Stück,30.19,Geliefert,2023-06-27,2023-06-25,16,True,2023-06-29,4739.83,1,2023-06,Sonstiges
1403,2023-06-15,Standardbestellung,SRAM Corporation,SR-FC-NX1,Kurbelgarnitur NX Eagle,158,Stück,10.37,Geliefert,2023-06-20,2023-06-18,295,False,,1638.4599999999998,3,2023-06,Sonstiges
1404,2023-12-27,Eilbestellung,Shimano GmbH,SH-HB-M820,Vorderradnabe Saint HB-M820,180,Stück,27.19,Teilgeliefert,2024-01-01,2023-12-30,12,True,2024-01-11,4894.2,3,2023-12,Sonstiges
1405,2024-05-12,Eilbestellung,SRAM Corporation,SR-CS-PG1210,Kassette PG-1210 Eagle 12-fach,64,Stück,57.06,Geliefert,2024-05-18,2024-05-20,16,True,2024-05-27,3651.84,8,2024-05,Sonstiges
1406,2023-12-20,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 180mm,32,Stück,59.04,Offen,2023-12-28,2023-12-31,1,True,2024-01-15,1889.28,11,2023-12,Bremsen
1407,2023-11-15,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-HB-MT7,Hydraulikbremse MT7,189,Stück,84.08,Geliefert,2023-11-24,2023-11-24,128,False,,15891.119999999999,9,2023-11,Sonstiges
1408,2023-06-20,Eilbestellung,Selle Italia S.r.l.,SI-GR-NEOPRE,Fahrradgriffe Neopren,122,Stück,39.69,Geliefert,2023-06-30,2023-07-03,4,True,2023-07-10,4842.179999999999,13,2023-06,Sonstiges
1409,2023-12-25,Standardbestellung,Selle Italia S.r.l.,SI-KI-NOVUS,Fahrradsattel Novus Boost,106,Stück,46.39,Offen,2023-12-29,2023-12-30,137,False,,4917.34,5,2023-12,Sonstiges
1410,2024-02-13,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 220mm,149,Stück,33.33,Offen,2024-02-20,2024-02-18,14,True,2024-02-23,4966.17,5,2024-02,Bremsen
1411,2023-09-22,Eilbestellung,Shimano GmbH,SH-RD-M4120,Schaltwerk Alivio RD-M4120-SGS,40,Stück,69.0,Teilgeliefert,2023-09-29,2023-10-02,279,False,,2760.0,10,2023-09,Sonstiges
1412,2023-12-29,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 220mm,112,Stück,36.42,Offen,2024-01-04,2024-01-06,9,True,2024-01-24,4079.04,8,2023-12,Bremsen
1413,2023-05-10,Eilbestellung,SRAM Corporation,SR-BB-DUB,Innenlager DUB BSA,18,Stück,72.78,Teilgeliefert,2023-05-13,2023-05-15,245,False,,1310.04,5,2023-05,Sonstiges
1414,2024-04-12,Eilbestellung,SRAM Corporation,SR-CN-NX12,Kette NX Eagle 12-fach,95,Stück,18.66,Offen,2024-04-17,2024-04-15,269,False,,1772.7,3,2024-04,Antrieb
1415,2024-04-30,Eilbestellung,SRAM Corporation,SR-CS-PG1210,Kassette PG-1210 Eagle 12-fach,72,Stück,100.7,Teilgeliefert,2024-05-05,2024-05-03,2,True,2024-05-16,7250.400000000001,3,2024-04,Sonstiges
1416,2023-12-07,Eilbestellung,Selle Italia S.r.l.,SI-KI-SLR,Fahrradsattel SLR,61,Stück,115.54,Teilgeliefert,2023-12-15,2023-12-15,91,False,,7047.9400000000005,8,2023-12,Sonstiges
1417,2023-03-08,Standardbestellung,Continental AG,CO-TU-MTB,Fahrradschlauch MTB 26/27.5/29,47,Stück,63.72,Geliefert,2023-03-13,2023-03-12,89,False,,2994.84,4,2023-03,Sonstiges
1418,2023-06-19,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-HB-MT7,Hydraulikbremse MT7,42,Stück,87.89,Geliefert,2023-06-27,2023-06-27,139,False,,3691.38,8,2023-06,Sonstiges
1419,2023-10-18,Eilbestellung,Selle Italia S.r.l.,SI-KI-STORIA,Fahrradsattel Storica,60,Stück,80.17,Offen,2023-10-26,2023-10-25,213,False,,4810.2,7,2023-10,Sonstiges
1420,2024-04-19,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 180mm,173,Stück,101.04,Teilgeliefert,2024-04-27,2024-04-29,3,True,2024-05-17,17479.920000000002,10,2024-04,Bremsen
1421,2023-01-21,Eilbestellung,Selle Italia S.r.l.,SI-BA-FLITE,Fahrradsattel Flite,130,Stück,47.87,Offen,2023-01-29,2023-01-29,8,True,2023-02-01,6223.099999999999,8,2023-01,Sonstiges
1422,2024-02-11,Standardbestellung,Continental AG,CO-TU-PREM,Fahrradschlauch Presta Ventil,68,Stück,129.67,Teilgeliefert,2024-02-15,2024-02-17,17,True,2024-03-06,8817.56,6,2024-02,Sonstiges
1423,2023-06-05,Standardbestellung,Continental AG,CO-RE-ATTACK,Fahrradreifen Grand Prix Attack III,31,Stück,67.69,Teilgeliefert,2023-06-13,2023-06-16,50,False,,2098.39,11,2023-06,Sonstiges
1424,2023-09-07,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 220mm,96,Stück,91.52,Offen,2023-09-17,2023-09-15,13,True,2023-10-04,8785.92,8,2023-09,Bremsen
1425,2023-06-20,Eilbestellung,Selle Italia S.r.l.,SI-KI-SLR,Fahrradsattel SLR,22,Stück,116.75,Geliefert,2023-06-25,2023-06-28,295,False,,2568.5,8,2023-06,Sonstiges
1426,2023-10-12,Eilbestellung,SRAM Corporation,SR-CN-GX12,Kette GX Eagle 12-fach,69,Stück,144.11,Offen,2023-10-22,2023-10-24,151,False,,9943.59,12,2023-10,Antrieb
1427,2023-04-26,Standardbestellung,SRAM Corporation,SR-BB-DUB-TR,Innenlager DUB Tretlager,62,Stück,54.15,Offen,2023-05-01,2023-05-02,242,False,,3357.2999999999997,6,2023-04,Sonstiges
1428,2023-05-30,Standardbestellung,SRAM Corporation,SR-BB-DUB,Innenlager DUB BSA,79,Stück,71.24,Offen,2023-06-07,2023-06-05,159,False,,5627.96,6,2023-05,Sonstiges
1429,2023-07-27,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 180mm,163,Stück,83.85,Offen,2023-08-05,2023-08-07,12,True,2023-08-17,13667.55,11,2023-07,Bremsen
1430,2024-01-19,Eilbestellung,Shimano GmbH,SH-HB-M820,Vorderradnabe Saint HB-M820,100,Stück,96.65,Offen,2024-01-29,2024-01-28,18,True,2024-02-03,9665.0,9,2024-01,Sonstiges
1431,2023-11-04,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT4,Bremshebel MT4,51,Stück,125.36,Geliefert,2023-11-14,2023-11-16,4,True,2023-11-16,6393.36,12,2023-11,Bremsen
1432,2023-07-30,Eilbestellung,Shimano GmbH,SH-FH-M820,Hinterradnabe Saint FH-M820,112,Stück,137.11,Teilgeliefert,2023-08-06,2023-08-08,144,False,,15356.320000000002,9,2023-07,Sonstiges
1433,2023-10-29,Standardbestellung,Selle Italia S.r.l.,SI-KI-NEPAL,Fahrradsattel Nepal,93,Stück,78.16,Offen,2023-11-04,2023-11-04,10,True,2023-11-16,7268.88,6,2023-10,Sonstiges
1434,2023-04-15,Eilbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,136,Stück,35.19,Geliefert,2023-04-21,2023-04-23,8,True,2023-04-23,4785.84,8,2023-04,Sonstiges
1435,2023-07-19,Eilbestellung,Shimano GmbH,SH-FH-M6110,Hinterradnabe Deore FH-M6110,63,Stück,33.07,Teilgeliefert,2023-07-23,2023-07-25,75,False,,2083.41,6,2023-07,Sonstiges
1436,2024-05-08,Standardbestellung,Continental AG,CO-TU-LIGHT,Fahrradschlauch Light S42,92,Stück,39.4,Offen,2024-05-12,2024-05-11,150,False,,3624.7999999999997,3,2024-05,Sonstiges
1437,2024-02-05,Eilbestellung,Continental AG,CO-TU-RACE,Fahrradschlauch Race 28,191,Stück,83.17,Offen,2024-02-11,2024-02-12,7,True,2024-02-24,15885.470000000001,7,2024-02,Sonstiges
1438,2024-02-25,Standardbestellung,SRAM Corporation,SR-CN-NX12,Kette NX Eagle 12-fach,161,Stück,124.29,Geliefert,2024-03-04,2024-03-04,113,False,,20010.690000000002,8,2024-02,Antrieb
1439,2023-05-27,Eilbestellung,Selle Italia S.r.l.,SI-BA-TURBO,Fahrradsattel Turbo,38,Stück,37.42,Offen,2023-06-02,2023-06-05,193,False,,1421.96,9,2023-05,Sonstiges
1440,2023-07-23,Eilbestellung,Shimano GmbH,SH-HB-M6110,Vorderradnabe Deore HB-M6110,141,Stück,148.27,Teilgeliefert,2023-07-27,2023-07-28,4,True,2023-08-02,20906.07,5,2023-07,Sonstiges
1441,2023-08-14,Eilbestellung,Continental AG,CO-TU-PREM,Fahrradschlauch Presta Ventil,136,Stück,25.28,Geliefert,2023-08-24,2023-08-24,2,True,2023-09-05,3438.08,10,2023-08,Sonstiges
1442,2023-03-13,Eilbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,142,Stück,56.72,Offen,2023-03-18,2023-03-16,61,False,,8054.24,3,2023-03,Sonstiges
1443,2023-11-22,Standardbestellung,Shimano GmbH,SH-CN-M7100,Kette SLX CN-M7100 12-fach,96,Stück,35.57,Teilgeliefert,2023-11-26,2023-11-25,6,True,2023-12-06,3414.7200000000003,3,2023-11,Antrieb
1444,2024-03-31,Eilbestellung,SRAM Corporation,SR-BB-GXP,Innenlager GXP Team,24,Stück,57.34,Geliefert,2024-04-06,2024-04-07,282,False,,1376.16,7,2024-03,Sonstiges
1445,2023-09-24,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 180mm,55,Stück,132.58,Teilgeliefert,2023-10-04,2023-10-06,3,True,2023-10-22,7291.900000000001,12,2023-09,Bremsen
1446,2024-02-10,Standardbestellung,Continental AG,CO-TU-PREM,Fahrradschlauch Presta Ventil,56,Stück,106.43,Teilgeliefert,2024-02-18,2024-02-17,19,True,2024-02-24,5960.08,7,2024-02,Sonstiges
1447,2023-12-21,Eilbestellung,Shimano GmbH,SH-CS-M7100,Kassette SLX CS-M7100 12-fach,41,Stück,57.48,Teilgeliefert,2023-12-24,2023-12-22,5,True,2024-01-16,2356.68,1,2023-12,Sonstiges
1448,2023-10-12,Eilbestellung,Continental AG,CO-TU-TOUR,Fahrradschlauch Tour 28,87,Stück,131.08,Offen,2023-10-22,2023-10-23,6,True,2023-10-23,11403.960000000001,11,2023-10,Sonstiges
1449,2023-03-13,Standardbestellung,Selle Italia S.r.l.,SI-BA-NET,Fahrradsattel Net,161,Stück,75.8,Geliefert,2023-03-21,2023-03-24,180,False,,12203.8,11,2023-03,Sonstiges
1450,2024-04-18,Eilbestellung,Continental AG,CO-TU-RACE,Fahrradschlauch Race 28,110,Stück,127.1,Teilgeliefert,2024-04-27,2024-04-27,16,True,2024-05-11,13981.0,9,2024-04,Sonstiges
1451,2023-06-20,Standardbestellung,Shimano GmbH,SH-BR-M820,Bremssattel Saint M820,159,Stück,46.41,Offen,2023-06-30,2023-07-01,132,False,,7379.19,11,2023-06,Bremsen
1452,2023-12-18,Eilbestellung,Selle Italia S.r.l.,SI-KI-SLR,Fahrradsattel SLR,190,Stück,106.54,Teilgeliefert,2023-12-25,2023-12-27,174,False,,20242.600000000002,9,2023-12,Sonstiges
1453,2023-06-11,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT7,Bremshebel MT7,30,Stück,40.9,Offen,2023-06-18,2023-06-19,137,False,,1227.0,8,2023-06,Bremsen
1454,2023-03-16,Eilbestellung,Continental AG,CO-TU-PREM,Fahrradschlauch Presta Ventil,150,Stück,22.51,Offen,2023-03-21,2023-03-19,5,True,2023-04-07,3376.5000000000005,3,2023-03,Sonstiges
1455,2024-02-20,Standardbestellung,Continental AG,CO-TU-LIGHT,Fahrradschlauch Light S42,168,Stück,99.13,Teilgeliefert,2024-02-25,2024-02-27,220,False,,16653.84,7,2024-02,Sonstiges
1456,2023-10-08,Standardbestellung,Shimano GmbH,SH-HB-M820,Vorderradnabe Saint HB-M820,78,Stück,94.38,Teilgeliefert,2023-10-12,2023-10-15,3,True,2023-11-03,7361.639999999999,7,2023-10,Sonstiges
1457,2024-01-14,Standardbestellung,Selle Italia S.r.l.,SI-KI-SLR,Fahrradsattel SLR,81,Stück,112.15,Teilgeliefert,2024-01-23,2024-01-25,273,False,,9084.15,11,2024-01,Sonstiges
1458,2023-05-05,Standardbestellung,SRAM Corporation,SR-RD-GX1,Schaltwerk GX Eagle,93,Stück,127.31,Teilgeliefert,2023-05-08,2023-05-10,10,True,2023-05-30,11839.83,5,2023-05,Sonstiges
1459,2023-09-01,Standardbestellung,Selle Italia S.r.l.,SI-BA-NET,Fahrradsattel Net,143,Stück,84.47,Geliefert,2023-09-11,2023-09-13,220,False,,12079.21,12,2023-09,Sonstiges
1460,2024-03-09,Eilbestellung,Continental AG,CO-RE-SPEED,Fahrradreifen Speed King 2.2,48,Stück,77.98,Offen,2024-03-19,2024-03-21,8,True,2024-03-21,3743.04,12,2024-03,Sonstiges
1461,2023-01-25,Eilbestellung,Shimano GmbH,SH-FH-M6110,Hinterradnabe Deore FH-M6110,179,Stück,103.35,Offen,2023-01-31,2023-02-02,114,False,,18499.649999999998,8,2023-01,Sonstiges
1462,2023-07-14,Eilbestellung,Continental AG,CO-RE-SPEED,Fahrradreifen Speed King 2.2,18,Stück,118.5,Offen,2023-07-19,2023-07-17,8,True,2023-07-28,2133.0,3,2023-07,Sonstiges
1463,2023-09-06,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BR-MT5,Hydraulikbremse MT5,122,Stück,20.16,Offen,2023-09-12,2023-09-12,20,True,2023-10-06,2459.52,6,2023-09,Sonstiges
1464,2023-09-10,Standardbestellung,Shimano GmbH,SH-RD-M6100,Schaltwerk Deore RD-M6100-SGS,147,Stück,70.88,Teilgeliefert,2023-09-15,2023-09-15,12,True,2023-10-03,10419.359999999999,5,2023-09,Sonstiges
1465,2023-09-19,Eilbestellung,SRAM Corporation,SR-BB-GXP,Innenlager GXP Team,161,Stück,74.94,Teilgeliefert,2023-09-27,2023-09-28,79,False,,12065.34,9,2023-09,Sonstiges
1466,2023-09-28,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 203mm,86,Stück,96.48,Geliefert,2023-10-01,2023-09-29,7,True,2023-10-14,8297.28,1,2023-09,Bremsen
